filename,angle
rotated_rectangle_0,0.5425770541717885
rotated_rectangle_1,5.606628594731813
rotated_rectangle_2,7.74197346479513
rotated_rectangle_3,5.534197058257943
rotated_rectangle_4,3.005697744282818
rotated_rectangle_5,2.356217941748035
rotated_rectangle_6,-7.049155977170056
rotated_rectangle_7,6.280669298009073
rotated_rectangle_8,-7.732090656712343
rotated_rectangle_9,9.54578612976685
rotated_rectangle_10,3.3231717036544346
rotated_rectangle_11,1.835597258442716
rotated_rectangle_12,5.371284039980154
rotated_rectangle_13,-4.178322613126988
rotated_rectangle_14,-5.327927069969602
rotated_rectangle_15,-8.30782005374688
rotated_rectangle_16,-4.8630011195603595
rotated_rectangle_17,-8.023478604719314
rotated_rectangle_18,-7.20962811785232
rotated_rectangle_19,9.614760842263152
rotated_rectangle_20,-6.368330241057112
rotated_rectangle_21,-1.3766953697498217
rotated_rectangle_22,-7.552161511343803
rotated_rectangle_23,-9.431810572954573
rotated_rectangle_24,7.953703661881317
rotated_rectangle_25,-3.290648388589055
rotated_rectangle_26,-7.489072450354401
rotated_rectangle_27,5.371000042099205
rotated_rectangle_28,9.387685439710783
rotated_rectangle_29,5.950017888469157
rotated_rectangle_30,-3.5088693005217753
rotated_rectangle_31,4.697009538041861
rotated_rectangle_32,5.316422530710938
rotated_rectangle_33,-8.397437380645458
rotated_rectangle_34,7.697015878935119
rotated_rectangle_35,6.953943868656921
rotated_rectangle_36,-3.642585600854174
rotated_rectangle_37,2.7337650370752016
rotated_rectangle_38,1.884455681978599
rotated_rectangle_39,0.5411508115574897
rotated_rectangle_40,-5.298186777650464
rotated_rectangle_41,7.886847248587099
rotated_rectangle_42,2.2673152216667187
rotated_rectangle_43,2.0233970345309196
rotated_rectangle_44,-9.959085325456915
rotated_rectangle_45,-1.8165332784336368
rotated_rectangle_46,2.246844836953505
rotated_rectangle_47,0.9384033436760948
rotated_rectangle_48,-0.4541177964141756
rotated_rectangle_49,-3.994234654657549
rotated_rectangle_50,6.982957882879216
rotated_rectangle_51,-4.491244079138232
rotated_rectangle_52,7.970978225548443
rotated_rectangle_53,-0.15640881991420663
rotated_rectangle_54,-4.60646944858156
rotated_rectangle_55,-7.1062789732966225
rotated_rectangle_56,-7.92512277043302
rotated_rectangle_57,-1.5304364413145422
rotated_rectangle_58,1.3301366779346964
rotated_rectangle_59,1.3636935640147403
rotated_rectangle_60,-2.7567717669912506
rotated_rectangle_61,-5.458035866534936
rotated_rectangle_62,-6.700375230758231
rotated_rectangle_63,1.6881796536002476
rotated_rectangle_64,2.056842567812737
rotated_rectangle_65,-7.310683353375098
rotated_rectangle_66,-2.5485022041768364
rotated_rectangle_67,-5.315401228509695
rotated_rectangle_68,7.632083117508682
rotated_rectangle_69,-5.076522891583801
rotated_rectangle_70,-0.8046509544025326
rotated_rectangle_71,-6.09933251450763
rotated_rectangle_72,-1.617584132769485
rotated_rectangle_73,1.6485564740995287
rotated_rectangle_74,0.37500355191188994
rotated_rectangle_75,-2.618098370136952
rotated_rectangle_76,-3.7150616358375244
rotated_rectangle_77,-9.042768601046387
rotated_rectangle_78,-2.926391608160408
rotated_rectangle_79,5.357891910262218
rotated_rectangle_80,5.797068234555663
rotated_rectangle_81,1.7100251587480777
rotated_rectangle_82,0.49241901349081196
rotated_rectangle_83,-9.80288457009857
rotated_rectangle_84,-6.320161122593973
rotated_rectangle_85,4.698521110002625
rotated_rectangle_86,-6.492674139287926
rotated_rectangle_87,3.746274472216136
rotated_rectangle_88,2.0606630149146383
rotated_rectangle_89,8.252625164190704
rotated_rectangle_90,-1.723124008321065
rotated_rectangle_91,9.063617380785285
rotated_rectangle_92,7.9216261168865145
rotated_rectangle_93,-8.260965727644843
rotated_rectangle_94,-9.987232759373843
rotated_rectangle_95,9.17790954074626
rotated_rectangle_96,-0.4139976951247082
rotated_rectangle_97,-0.06549036698651989
rotated_rectangle_98,-6.654256162702767
rotated_rectangle_99,-8.592529617572387
rotated_rectangle_100,-9.754294565588808
rotated_rectangle_101,-1.9002880235342001
rotated_rectangle_102,-2.1188660665147
rotated_rectangle_103,-8.507676676338328
rotated_rectangle_104,-6.470219904188457
rotated_rectangle_105,7.65745581673276
rotated_rectangle_106,7.643711324877515
rotated_rectangle_107,7.73322664576796
rotated_rectangle_108,1.1320688543947348
rotated_rectangle_109,1.5860842612428456
rotated_rectangle_110,-2.592434681682379
rotated_rectangle_111,-9.8205199350119
rotated_rectangle_112,-1.0557571388258502
rotated_rectangle_113,-7.095187161596154
rotated_rectangle_114,-3.635385613495796
rotated_rectangle_115,-6.577497556935334
rotated_rectangle_116,0.9428444823899511
rotated_rectangle_117,5.172774211042688
rotated_rectangle_118,-1.1566861916906763
rotated_rectangle_119,-9.78633935231093
rotated_rectangle_120,7.756493024472537
rotated_rectangle_121,-8.130884916483232
rotated_rectangle_122,1.7269642731793056
rotated_rectangle_123,-4.384133416178823
rotated_rectangle_124,-9.383653130456375
rotated_rectangle_125,-1.6960328959747315
rotated_rectangle_126,-6.701341949325828
rotated_rectangle_127,-2.5519990267746406
rotated_rectangle_128,9.874453510050145
rotated_rectangle_129,-4.74705072631296
rotated_rectangle_130,-6.565107451873329
rotated_rectangle_131,5.820430612159562
rotated_rectangle_132,-6.518283664285502
rotated_rectangle_133,5.7993730158910335
rotated_rectangle_134,0.41361526092368095
rotated_rectangle_135,3.9931188645171076
rotated_rectangle_136,-2.8428443177160156
rotated_rectangle_137,-2.774304783814305
rotated_rectangle_138,1.5651538123047821
rotated_rectangle_139,-9.927019199146836
rotated_rectangle_140,6.135806673302863
rotated_rectangle_141,-0.7169209828214012
rotated_rectangle_142,2.157423088835511
rotated_rectangle_143,6.055131731741277
rotated_rectangle_144,6.203816410751038
rotated_rectangle_145,5.991081064540911
rotated_rectangle_146,-4.572068295847265
rotated_rectangle_147,-1.614000377533646
rotated_rectangle_148,8.316106356749106
rotated_rectangle_149,-3.978033674279102
rotated_rectangle_150,-2.1199838266113975
rotated_rectangle_151,6.977938088355348
rotated_rectangle_152,3.759983165464458
rotated_rectangle_153,1.747722576361344
rotated_rectangle_154,8.463385721836982
rotated_rectangle_155,-1.8974021229242695
rotated_rectangle_156,5.9879960650345545
rotated_rectangle_157,-2.397268953738971
rotated_rectangle_158,-6.821679734415829
rotated_rectangle_159,-9.752316914304853
rotated_rectangle_160,6.894950590349772
rotated_rectangle_161,9.0731171568724
rotated_rectangle_162,8.255433525498553
rotated_rectangle_163,-1.8362094881156477
rotated_rectangle_164,-8.715839971831201
rotated_rectangle_165,-5.391888667267848
rotated_rectangle_166,-1.6112579806612004
rotated_rectangle_167,-0.5252850742169084
rotated_rectangle_168,5.588506832974119
rotated_rectangle_169,-4.177461551262567
rotated_rectangle_170,-9.242701166096516
rotated_rectangle_171,-6.371538919316311
rotated_rectangle_172,-6.080828223770894
rotated_rectangle_173,3.466958243860951
rotated_rectangle_174,5.727871287832896
rotated_rectangle_175,2.848344323454823
rotated_rectangle_176,2.547944977672982
rotated_rectangle_177,-2.8477698400370173
rotated_rectangle_178,-9.92577585219746
rotated_rectangle_179,3.1243895659626215
rotated_rectangle_180,8.243141851043031
rotated_rectangle_181,-4.006667069906971
rotated_rectangle_182,7.187838705362601
